Meeting_ID,Committee_Name,Meeting_Date,Meeting_Time,Entry_ID,Zip_Code,Registration_Time,Agenda_Item,Agenda_Item_Title,Support,Speaking,OBJECTID
43398,Common Council,7/21/2020,06:30:00,105418,53719,7/21/2020 15:13,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4610
43398,Common Council,7/21/2020,06:30:00,105430,53703,7/21/2020 15:23,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4611
43398,Common Council,7/21/2020,06:30:00,105432,53703,7/21/2020 15:23,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4612
43398,Common Council,7/21/2020,06:30:00,105435,53726,7/21/2020 15:24,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4613
43398,Common Council,7/21/2020,06:30:00,105445,53703,7/21/2020 15:29,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4614
43398,Common Council,7/21/2020,06:30:00,105170,53705,7/20/2020 18:38,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Oppose,"Yes, I want to speak.",4615
43398,Common Council,7/21/2020,06:30:00,105820,53703,7/21/2020 22:01,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4616
43398,Common Council,7/21/2020,06:30:00,105780,53704,7/21/2020 18:29,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4617
43398,Common Council,7/21/2020,06:30:00,105781,53714,7/21/2020 18:29,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4618
43398,Common Council,7/21/2020,06:30:00,105788,53703,7/21/2020 18:32,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4619
43398,Common Council,7/21/2020,06:30:00,105785,53703,7/21/2020 18:30,39,Authorizing the termination of the contract with the Madison Metropolitan School District to provide School Resource Officers for the four MMSD high schools.,Support,"No, I do not want to speak.",4620
43398,Common Council,7/21/2020,06:30:00,105345,53719,7/21/2020 13:01,46,"Authorizing the Community Development Division (CDD), in accordance with RES-2020-00313, to distribute 2020 EOP funds in three equal sums to the African Center for Community Development, Inc., Freedom Inc., and UNIDOS Against Domestic Violence to assist immigrant communities dealing with the impacts of COVID-19",Support,"No, I do not want to speak.",4621
43398,Common Council,7/21/2020,06:30:00,105652,53711,7/21/2020 17:39,46,"Authorizing the Community Development Division (CDD), in accordance with RES-2020-00313, to distribute 2020 EOP funds in three equal sums to the African Center for Community Development, Inc., Freedom Inc., and UNIDOS Against Domestic Violence to assist immigrant communities dealing with the impacts of COVID-19",Support,"No, I do not want to speak.",4622
43398,Common Council,7/21/2020,06:30:00,105653,53719,7/21/2020 17:39,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4623
43398,Common Council,7/21/2020,06:30:00,105648,53703,7/21/2020 17:37,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"Yes, I want to speak.",4624
43398,Common Council,7/21/2020,06:30:00,105643,53703,7/21/2020 17:32,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4625
43398,Common Council,7/21/2020,06:30:00,105639,53715,7/21/2020 17:32,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4626
43398,Common Council,7/21/2020,06:30:00,105636,53703,7/21/2020 17:31,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4627
43398,Common Council,7/21/2020,06:30:00,105628,53714,7/21/2020 17:29,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4628
43398,Common Council,7/21/2020,06:30:00,105626,53715,7/21/2020 17:29,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4629
43398,Common Council,7/21/2020,06:30:00,105673,53711,7/21/2020 17:47,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4630
43398,Common Council,7/21/2020,06:30:00,105676,53705,7/21/2020 17:47,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4631
43398,Common Council,7/21/2020,06:30:00,105677,53703,7/21/2020 17:48,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4632
43398,Common Council,7/21/2020,06:30:00,105665,53705,7/21/2020 17:45,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4633
43398,Common Council,7/21/2020,06:30:00,105671,53703,7/21/2020 17:46,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4634
43398,Common Council,7/21/2020,06:30:00,105683,53705,7/21/2020 17:49,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4635
43398,Common Council,7/21/2020,06:30:00,105694,53703,7/21/2020 17:51,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4636
43398,Common Council,7/21/2020,06:30:00,105689,53717,7/21/2020 17:50,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4637
43398,Common Council,7/21/2020,06:30:00,105692,53703,7/21/2020 17:50,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4638
43398,Common Council,7/21/2020,06:30:00,105767,53704,7/21/2020 18:23,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4639
43398,Common Council,7/21/2020,06:30:00,105757,53705,7/21/2020 18:18,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4640
43398,Common Council,7/21/2020,06:30:00,105764,53704,7/21/2020 18:22,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4641
43398,Common Council,7/21/2020,06:30:00,105753,53715,7/21/2020 18:15,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4642
43398,Common Council,7/21/2020,06:30:00,105745,53704,7/21/2020 18:13,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4643
43398,Common Council,7/21/2020,06:30:00,105746,53716,7/21/2020 18:13,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4644
43398,Common Council,7/21/2020,06:30:00,105743,53704,7/21/2020 18:12,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4645
43398,Common Council,7/21/2020,06:30:00,105708,53703,7/21/2020 18:00,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4646
43398,Common Council,7/21/2020,06:30:00,105737,53703,7/21/2020 18:11,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4647
43398,Common Council,7/21/2020,06:30:00,105721,53703,7/21/2020 18:05,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4648
43398,Common Council,7/21/2020,06:30:00,105594,53703,7/21/2020 17:11,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4649
43398,Common Council,7/21/2020,06:30:00,105602,53715,7/21/2020 17:20,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4650
43398,Common Council,7/21/2020,06:30:00,105600,53715,7/21/2020 17:20,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4651
43398,Common Council,7/21/2020,06:30:00,105591,53703,7/21/2020 17:11,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4652
43398,Common Council,7/21/2020,06:30:00,105575,53711,7/21/2020 16:58,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4653
43398,Common Council,7/21/2020,06:30:00,105776,53704,7/21/2020 18:28,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4654
43398,Common Council,7/21/2020,06:30:00,105777,53714,7/21/2020 18:28,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4655
43398,Common Council,7/21/2020,06:30:00,105783,53703,7/21/2020 18:29,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4656
43398,Common Council,7/21/2020,06:30:00,105819,53703,7/21/2020 22:00,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4657
43398,Common Council,7/21/2020,06:30:00,105824,53704,7/21/2020 23:23,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4658
43398,Common Council,7/21/2020,06:30:00,105797,53713,7/21/2020 18:51,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"I do not want to speak, but I am available to answer questions.",4659
43398,Common Council,7/21/2020,06:30:00,105798,53703,7/21/2020 18:52,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4660
43398,Common Council,7/21/2020,06:30:00,105801,53704,7/21/2020 19:02,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4661
43398,Common Council,7/21/2020,06:30:00,105804,53704,7/21/2020 19:17,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4662
43398,Common Council,7/21/2020,06:30:00,105782,53715,7/21/2020 18:29,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4663
43398,Common Council,7/21/2020,06:30:00,105793,53718,7/21/2020 18:38,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4664
43398,Common Council,7/21/2020,06:30:00,105552,53703,7/21/2020 16:43,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4665
43398,Common Council,7/21/2020,06:30:00,105544,53703,7/21/2020 16:38,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4666
43398,Common Council,7/21/2020,06:30:00,105537,53704,7/21/2020 16:32,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Neither support nor oppose,"I do not want to speak, but I am available to answer questions.",4667
43398,Common Council,7/21/2020,06:30:00,105514,53704,7/21/2020 16:16,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4668
43398,Common Council,7/21/2020,06:30:00,105511,53704,7/21/2020 16:14,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4669
43398,Common Council,7/21/2020,06:30:00,105486,53711,7/21/2020 15:58,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4670
43398,Common Council,7/21/2020,06:30:00,105700,53715,7/21/2020 17:56,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4671
43398,Common Council,7/21/2020,06:30:00,105765,53716,7/21/2020 18:22,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4672
43398,Common Council,7/21/2020,06:30:00,105774,53704,7/21/2020 18:27,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4673
43398,Common Council,7/21/2020,06:30:00,105349,53704,7/21/2020 13:12,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4674
43398,Common Council,7/21/2020,06:30:00,105350,53711,7/21/2020 13:13,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"I do not want to speak, but I am available to answer questions.",4675
43398,Common Council,7/21/2020,06:30:00,105364,53704,7/21/2020 14:05,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4676
43398,Common Council,7/21/2020,06:30:00,105339,53716,7/21/2020 12:56,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"I do not want to speak, but I am available to answer questions.",4677
43398,Common Council,7/21/2020,06:30:00,105310,53704,7/21/2020 11:46,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4678
43398,Common Council,7/21/2020,06:30:00,105279,53704,7/21/2020 10:11,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"I do not want to speak, but I am available to answer questions.",4679
43398,Common Council,7/21/2020,06:30:00,105229,53704,7/21/2020 7:19,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4680
43398,Common Council,7/21/2020,06:30:00,105235,53704,7/21/2020 7:51,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4681
43398,Common Council,7/21/2020,06:30:00,105255,53704,7/21/2020 9:09,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4682
43398,Common Council,7/21/2020,06:30:00,105243,53704,7/21/2020 8:26,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4683
43398,Common Council,7/21/2020,06:30:00,105226,53704,7/21/2020 6:31,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"No, I do not want to speak.",4684
43398,Common Council,7/21/2020,06:30:00,105212,53703,7/21/2020 3:46,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4685
43398,Common Council,7/21/2020,06:30:00,105173,53704,7/20/2020 19:21,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4686
43398,Common Council,7/21/2020,06:30:00,105169,53704,7/20/2020 18:09,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4687
43398,Common Council,7/21/2020,06:30:00,105187,53704,7/20/2020 21:57,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4688
43398,Common Council,7/21/2020,06:30:00,105014,53704,7/20/2020 15:27,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4689
43398,Common Council,7/21/2020,06:30:00,104789,53704,7/20/2020 8:38,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4690
43398,Common Council,7/21/2020,06:30:00,104790,53704,7/20/2020 8:41,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4691
43398,Common Council,7/21/2020,06:30:00,104704,53704,7/19/2020 6:02,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Neither support nor oppose,"Yes, I want to speak.",4692
43398,Common Council,7/21/2020,06:30:00,104706,53704,7/19/2020 7:15,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"I do not want to speak, but I am available to answer questions.",4693
43398,Common Council,7/21/2020,06:30:00,104713,53704,7/19/2020 10:17,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4694
43398,Common Council,7/21/2020,06:30:00,104714,53704,7/19/2020 10:36,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4695
43398,Common Council,7/21/2020,06:30:00,104671,53704,7/18/2020 13:19,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4696
43398,Common Council,7/21/2020,06:30:00,104686,53704,7/18/2020 16:18,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4697
43398,Common Council,7/21/2020,06:30:00,104747,53704,7/19/2020 19:12,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4698
43398,Common Council,7/21/2020,06:30:00,104751,53716,7/19/2020 20:33,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"No, I do not want to speak.",4699
43398,Common Council,7/21/2020,06:30:00,104627,53704,7/17/2020 16:03,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Neither support nor oppose,"Yes, I want to speak.",4700
43398,Common Council,7/21/2020,06:30:00,104639,53704,7/17/2020 19:15,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4701
43398,Common Council,7/21/2020,06:30:00,104660,53704,7/18/2020 8:42,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4702
43398,Common Council,7/21/2020,06:30:00,104697,53704,7/18/2020 18:55,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4703
43398,Common Council,7/21/2020,06:30:00,104698,53704,7/18/2020 18:59,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4704
43398,Common Council,7/21/2020,06:30:00,104700,53704,7/18/2020 22:14,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"Yes, I want to speak.",4705
43398,Common Council,7/21/2020,06:30:00,104778,53704,7/20/2020 7:40,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Neither support nor oppose,"Yes, I want to speak.",4706
43398,Common Council,7/21/2020,06:30:00,104615,53713,7/17/2020 15:37,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Neither support nor oppose,"Yes, I want to speak.",4707
43398,Common Council,7/21/2020,06:30:00,104856,53704,7/20/2020 12:40,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"I do not want to speak, but I am available to answer questions.",4708
43398,Common Council,7/21/2020,06:30:00,104867,53704,7/20/2020 12:48,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"I do not want to speak, but I am available to answer questions.",4709
43398,Common Council,7/21/2020,06:30:00,105264,53704,7/21/2020 9:28,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4710
43398,Common Council,7/21/2020,06:30:00,105423,53704,7/21/2020 15:19,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Support,"Yes, I want to speak.",4711
43398,Common Council,7/21/2020,06:30:00,105464,53704,7/21/2020 15:42,55,Adopting the Oscar Mayer Special Area Plan as a Supplement to the City of Madison Comprehensive Plan.,Oppose,"No, I do not want to speak.",4712
43398,Common Council,7/21/2020,06:30:00,105716,53597,7/21/2020 18:03,49,"Approving a Certified Survey Map of property owned by LZ Ventures located at 402-414 E Washington Avenue, 8-12 N Franklin Street, and 9 N Hancock Street; 2nd Ald. Dist.",Oppose,"No, I do not want to speak.",4713
43398,Common Council,7/21/2020,06:30:00,105709,53597,7/21/2020 18:00,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4714
43398,Common Council,7/21/2020,06:30:00,105707,53717,7/21/2020 18:00,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4715
43398,Common Council,7/21/2020,06:30:00,105460,53703,7/21/2020 15:35,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4716
43398,Common Council,7/21/2020,06:30:00,105538,53719,7/21/2020 16:33,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"No, I do not want to speak.",4717
43398,Common Council,7/21/2020,06:30:00,105553,53703,7/21/2020 16:44,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"Yes, I want to speak.",4718
43398,Common Council,7/21/2020,06:30:00,105576,53704,7/21/2020 17:02,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4719
43398,Common Council,7/21/2020,06:30:00,105397,53704,7/21/2020 15:03,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4720
43398,Common Council,7/21/2020,06:30:00,105398,53703,7/21/2020 15:03,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"No, I do not want to speak.",4721
43398,Common Council,7/21/2020,06:30:00,105400,53703,7/21/2020 15:05,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4722
43398,Common Council,7/21/2020,06:30:00,105360,53711,7/21/2020 13:54,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"I do not want to speak, but I am available to answer questions.",4723
43398,Common Council,7/21/2020,06:30:00,105372,53703,7/21/2020 14:18,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"No, I do not want to speak.",4724
43398,Common Council,7/21/2020,06:30:00,105373,53562,7/21/2020 14:19,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"No, I do not want to speak.",4725
43398,Common Council,7/21/2020,06:30:00,105380,53704,7/21/2020 14:41,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Support,"No, I do not want to speak.",4726
43398,Common Council,7/21/2020,06:30:00,105261,53703,7/21/2020 9:23,35,SUBSTITUTE - Creating Section 4.33 of the Madison General Ordinances to establish a Downtown Recovery Program Ordinance.,Oppose,"No, I do not want to speak.",4727
